A	B	C	D	term
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05510	CCL6; C-C motif chemokine 6
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05509	CCL7; C-C motif chemokine 7
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K16596	CCL8; C-C motif chemokine 8
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K22671	CCL9; C-C motif chemokine 9
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K16597	CCL11; C-C motif chemokine 11
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K16595	CCL13; C-C motif chemokine 13
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K21092	CCL14; C-C motif chemokine 14
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05511	CCL15_23; C-C motif chemokine 15/23
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K21093	CCL16; C-C motif chemokine 16
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K21083	CCL17; C-C motif chemokine 17
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K21094	CCL18; C-C motif chemokine 18
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05512	CCL19, ELC; C-C motif chemokine 19
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K14625	CCL20; C-C motif chemokine 20
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K16062	CCL21, SLC; C-C motif chemokine 21
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K21095	CCL22; C-C motif chemokine 22
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K21097	CCL24; C-C motif chemokine 24
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K13072	CCL25; C-C motif chemokine 25
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K21096	CCL26; C-C motif chemokine 26
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K16598	CCL27; C-C motif chemokine 27
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05513	CCL28; C-C motif chemokine 28
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05505	CXCL1_2_3, GRO; C-X-C motif chemokine 1/2/3
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05407	PF4, CXCL4; platelet factor 4
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05506	CXCL5_6, SCYB5_6; C-X-C motif chemokine 5/6
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K10029	PPBP, CXCL7; platelet basic protein
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K10030	IL8, CXCL8; interleukin 8
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05416	CXCL9; C-X-C motif chemokine 9
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K12671	CXCL10, IP10; C-X-C motif chemokine 10
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K12672	CXCL11, I-TAC; C-X-C motif chemokine 11
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K10031	CXCL12; C-X-C motif chemokine 12
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K10032	CXCL13; C-X-C motif chemokine 13
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K10033	CXCL14, SCYB14; C-X-C motif chemokine 14
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K10034	CXCL15; C-X-C motif chemokine 15
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K10035	CXCL16; C-X-C motif chemokine 16
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K22627	CXCL17; C-X-C motif chemokine 17
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05508	CX3CL1, NTT; C-X3-C motif chemokine 1
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05507	XCL, SCM1; C motif chemokine
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K24191	PROK; prokineticin
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K25387	GPR15L; protein GPR15L
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K25418	CYTL1; cytokine-like protein 1
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K03156	TNF, TNFA; tumor necrosis factor superfamily, member 2
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05468	LTA, TNFB; lymphotoxin alpha (TNF superfamily, member 1)
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K03157	LTB, TNFC; lymphotoxin beta (TNF superfamily, member 3)
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05469	TNFSF4, OX40L, CD252; tumor necrosis factor ligand superfamily member 4
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K03161	TNFSF5, CD40L, CD154; tumor necrosis factor ligand superfamily member 5
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K04389	TNFSF6, FASL, CD178; tumor necrosis factor ligand superfamily member 6
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05470	TNFSF7, CD70; tumor necrosis factor ligand superfamily member 7
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05471	TNFSF8, CD153; tumor necrosis factor ligand superfamily member 8
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05472	TNFSF9, CD137L; tumor necrosis factor ligand superfamily member 9
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K04721	TNFSF10, TRAIL, CD253; tumor necrosis factor ligand superfamily member 10
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05473	TNFSF11, RANKL, CD254; tumor necrosis factor ligand superfamily member 11
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05474	TNFSF12, TWEAK; tumor necrosis factor ligand superfamily member 12
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05475	TNFSF13, APRIL, CD256; tumor necrosis factor ligand superfamily member 13
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05476	TNFSF13B, TNFSF20, CD257; tumor necrosis factor ligand superfamily member 13B
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05477	TNFSF14, LIGHT, CD258; tumor necrosis factor ligand superfamily member 14
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05478	TNFSF15, VEGI; tumor necrosis factor ligand superfamily member 15
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05479	TNFSF18, GITRL; tumor necrosis factor ligand superfamily member 18
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05480	EDA; ectodysplasin-A
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K13375	TGFB1; transforming growth factor beta-1
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K13376	TGFB2; transforming growth factor beta-2
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K13377	TGFB3; transforming growth factor beta-3
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K04384	TGFBN; transforming growth factor beta, invertebrate
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05502	BMP1, TLD; bone morphogenetic protein 1 [EC:3.4.24.19]
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K21283	BMP2; bone morphogenetic protein 2
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05496	BMP3; bone morphogenetic protein 3
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K04662	BMP4; bone morphogenetic protein 4
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K04663	BMP5; bone morphogenetic protein 5
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K16620	BMP6; bone morphogenetic protein 6
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K16621	BMP7; bone morphogenetic protein 7
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K16622	BMP8; bone morphogenetic protein 8
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K22670	BMP10; bone morphogenetic protein 10
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05498	BMP15, GDF9B; bone morphogenetic protein 15
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05495	GDF1; growth differentiation factor 1
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05503	GDF2, BMP9; growth differentiation factor 2
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K22672	GDF3; growth differentiation factor 3
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K04664	GDF5; growth differentiation factor 5
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K20012	GDF6; growth differentiation factor 6
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K20013	GDF7; growth differentiation factor 7
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05497	MSTN, GDF8; growth differentiation factor 8
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K22673	GDF9; growth differentiation factor 9
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K22674	GDF10, BMP3B; growth differentiation factor 10
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K22679	GDF11; growth differentiation factor 11
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05504	GDF15; growth differentiation factor 15
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K04666	NODAL; nodal
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K05500	INHA; inhibin, alpha
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K04667	INHBA; inhibin beta A chain
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K22687	INHBB; inhibin beta B chain
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K22688	INHBC; inhibin beta C chain
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K22689	INHBE; inhibin beta E chain
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K04665	AMH; anti-mullerian hormone
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K04668	LEFTY; left-right determination factor
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K04359	PDGFA; platelet-derived growth factor subunit A
Brite Hierarchies	Protein families: signaling and cellular processes	Cytokines and neuropeptides	K17386	PDGFB; platelet-derived growth factor subunit B
